artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
Asking Alexandria,The Black,I Won't Give In,60.0,229600.0,False,0.428,0.914,2.0,-3.017,1.0,0.0762,0.00594,0.0,0.309,0.494,74.989,4.0,metalcore
Deep Jandu;DIVINE,Down to Earth,Bombay to Punjab,60.0,243297.0,False,0.584,0.739,0.0,-4.951,1.0,0.369,0.117,0.0,0.0534,0.361,200.105,4.0,hip-hop
Saving Abel,Saving Abel,Addicted,70.0,222826.0,True,0.512,0.864,7.0,-4.146,1.0,0.0338,0.000821,0.0,0.0982,0.527,138.018,4.0,grunge
Maluma,Junio,Junio,81.0,168601.0,False,0.85,0.756,11.0,-3.439,0.0,0.0407,0.0999,0.0,0.0873,0.896,120.024,4.0,latino
Chicago,Chicago X,If You Leave Me Now,74.0,235373.0,False,0.434,0.563,11.0,-6.784,1.0,0.0268,0.0197,0.000824,0.128,0.275,104.183,4.0,singer-songwriter
Eric Carmen,Dirty Dancing (Original Motion Picture Soundtrack),"Hungry Eyes - From ""Dirty Dancing"" Soundtrack",62.0,248426.0,False,0.701,0.479,5.0,-13.061,1.0,0.026,0.0194,0.0,0.103,0.682,110.514,4.0,disco
Ariana Grande;The Weeknd,My Everything (Deluxe),Love Me Harder,78.0,236133.0,False,0.472,0.714,1.0,-4.389,0.0,0.0334,0.00937,0.0,0.0764,0.24,98.992,4.0,dance
The Black Keys,The Big Come Up,Heavy Soul,62.0,128893.0,False,0.432,0.617,0.0,-3.125,0.0,0.049,0.53,0.00553,0.122,0.873,98.326,4.0,garage
Lehmber Hussainpuri,Tanu Weds Manu,Sadi Gali,64.0,264900.0,False,0.726,0.994,5.0,-2.433,0.0,0.0543,0.021,0.0108,0.222,0.779,129.989,4.0,hip-hop
Teen Suicide,dc snuff film / waste yrself,haunt me (x 3),72.0,165671.0,False,0.566,0.613,5.0,-10.118,1.0,0.0874,0.714,0.799,0.0848,0.219,110.886,4.0,emo
Arijit Singh,Ultimate Love Songs - Arijit Singh,"Tera Yaar Hoon Main (From ""Sonu Ke Titu Ki Sweety"")",64.0,264805.0,False,0.566,0.541,10.0,-5.525,1.0,0.0306,0.341,4.45e-06,0.102,0.31,83.939,4.0,pop-film
Super Simple Songs,Baby Shark & More Kids Songs,Five Little Ducks,63.0,152224.0,False,0.956,0.34,6.0,-10.195,0.0,0.0487,0.0614,0.0,0.0596,0.593,116.006,4.0,children
Pearl Jam,Yield,Do the Evolution,61.0,231253.0,False,0.466,0.981,10.0,-5.011,1.0,0.063,0.00041,0.0108,0.0673,0.325,140.643,4.0,grunge
Calvin Harris;Dua Lipa,One Kiss (with Dua Lipa),One Kiss (with Dua Lipa),89.0,214846.0,False,0.791,0.862,9.0,-3.24,0.0,0.11,0.037,2.19e-05,0.0814,0.592,123.994,4.0,dance
Def Leppard,Hysteria,Pour Some Sugar On Me,65.0,267306.0,False,0.267,0.953,1.0,-4.899,0.0,0.096,0.00211,0.0,0.283,0.568,84.989,4.0,hard-rock
Bombay Bicycle Club,I Had The Blues But I Shook Them Loose,Always Like This,64.0,245640.0,False,0.659,0.591,1.0,-6.713,1.0,0.0313,0.441,0.000861,0.0862,0.707,121.14,4.0,british
AP Dhillon;Gurinder Gill;Gminxr,Droptop,Droptop,66.0,141176.0,False,0.899,0.479,2.0,-10.432,1.0,0.272,0.0126,0.0,0.142,0.309,85.005,4.0,hip-hop
Asim Azhar,Jo Tu Na Mila,Jo Tu Na Mila,72.0,234037.0,False,0.508,0.507,0.0,-5.33,0.0,0.0384,0.0636,1.15e-05,0.359,0.218,159.68,4.0,pop
Falling In Reverse,The Drug In Me Is You,I'm Not A Vampire,69.0,231840.0,False,0.235,0.965,2.0,-2.882,0.0,0.28,0.00887,0.0,0.0448,0.322,185.278,4.0,metalcore
Lionel Richie,Dancing On The Ceiling (Expanded Edition),"Say You, Say Me",69.0,241066.0,False,0.636,0.405,8.0,-11.113,1.0,0.0287,0.355,0.0,0.0804,0.257,128.068,4.0,disco
Alan Walker;Georgia Ku,Don't You Hold Me Down,Don't You Hold Me Down,66.0,132597.0,False,0.773,0.839,5.0,-4.046,1.0,0.0566,0.0276,0.00797,0.132,0.303,123.975,4.0,electro
Stephen Sanchez,"What Was, Not Now",I Want You,60.0,210453.0,False,0.499,0.313,5.0,-9.689,1.0,0.0288,0.815,0.0,0.103,0.233,125.991,4.0,singer-songwriter
Fireboy DML;Ed Sheeran;R3HAB,Peru (R3HAB Remix),Peru - R3HAB Remix,66.0,149752.0,True,0.811,0.762,7.0,-5.874,0.0,0.071,0.143,0.000141,0.0904,0.357,121.042,4.0,dancehall
Zevia,if depression gets the best of me,if depression gets the best of me,59.0,180000.0,True,0.51,0.184,0.0,-15.293,1.0,0.0577,0.882,8.27e-05,0.111,0.217,119.791,4.0,singer-songwriter
3 Doors Down,Seventeen Days,Here Without You - Acoustic Version,64.0,232013.0,False,0.551,0.574,10.0,-6.265,0.0,0.0263,0.0203,0.0,0.186,0.308,143.734,4.0,alt-rock
Gippy Grewal;Tanu Grewal,"Nawa Nawa Pyaar (From ""Yaar Mera Titliaan Warga"") - Single",Nawa Nawa Pyaar,65.0,139756.0,False,0.811,0.757,1.0,-5.882,0.0,0.257,0.142,0.0,0.183,0.958,81.972,4.0,pop
Jamie Miller;salem ilese,Here’s Your Perfect (with salem ilese),Here’s Your Perfect (with salem ilese),67.0,158594.0,False,0.613,0.493,6.0,-5.437,1.0,0.0512,0.421,0.0,0.19,0.434,114.863,4.0,soul
ABBA,Arrival,Dancing Queen,83.0,230400.0,False,0.543,0.87,9.0,-6.514,1.0,0.0428,0.358,0.000939,0.792,0.754,100.804,4.0,swedish
Loote;gnash,lost,85%,63.0,174106.0,False,0.574,0.651,7.0,-7.585,1.0,0.046,0.346,0.0,0.149,0.368,140.017,4.0,edm
BLACKPINK,SQUARE ONE,BOOMBAYAH,77.0,240793.0,False,0.661,0.836,5.0,-3.164,0.0,0.059,0.00268,0.0,0.497,0.396,124.952,4.0,k-pop
2Pac,All Eyez On Me,Can't C Me,70.0,330760.0,True,0.795,0.852,0.0,-2.238,1.0,0.178,0.0442,3.47e-06,0.39,0.673,95.44,4.0,funk
Chris Lake;Alexis Roberts,Turn off the Lights,Turn off the Lights,67.0,210546.0,False,0.824,0.745,11.0,-5.49,0.0,0.0755,0.0467,3.29e-05,0.198,0.888,125.013,4.0,deep-house
Cheryl Freeman;LaChanze;Vaneese Thomas;Lillias White;Roz Ryan;Disney,Hercules (Original Motion Picture Soundtrack),The Gospel Truth I / Main Titles - Hercules,61.0,145640.0,False,0.5,0.565,11.0,-10.528,1.0,0.145,0.25,0.000147,0.145,0.466,158.072,4.0,disney
Sachet Tandon;Nikhita Gandhi;Madhubanti Bagchi;Sachin-Jigar,Shiddat,Barbaadiyan,71.0,230185.0,False,0.758,0.57,6.0,-8.645,0.0,0.0462,0.00374,2.47e-06,0.184,0.567,126.966,4.0,pop
Raphael Lake;Aaron Levy;Daniel Ryan Murphy,Indie Soul 2,Prisoner,60.0,205714.0,False,0.615,0.423,7.0,-10.157,1.0,0.0368,0.0542,0.0,0.106,0.254,70.017,4.0,blues
The Kid LAROI,Thousand Miles,Thousand Miles,81.0,164781.0,True,0.376,0.657,7.0,-4.658,1.0,0.0768,0.0858,0.0,0.0884,0.203,80.565,4.0,hip-hop
Otaku;LoFi Waiter,Ghibli Lofi,One summer's day,63.0,127058.0,False,0.701,0.415,0.0,-17.812,1.0,0.0663,0.442,0.886,0.109,0.326,74.989,4.0,anime
The Who,Who's Next (Deluxe Edition),Won't Get Fooled Again - Original Album Version,67.0,511400.0,False,0.686,0.92,2.0,-6.231,1.0,0.0566,0.301,0.27,0.0807,0.225,135.027,4.0,blues
nobodyknows+,vulgarhythm,Hero's Come Back!!,62.0,273493.0,False,0.716,0.951,11.0,-1.932,0.0,0.0604,0.0212,0.0,0.0394,0.703,104.024,4.0,j-pop
Stephan Moccio,Wrecking ball (Solo Piano Version),Wrecking Ball - Solo Piano Version,60.0,204560.0,False,0.515,0.0695,5.0,-22.837,1.0,0.0342,0.992,0.934,0.0943,0.109,112.81,4.0,ambient
A.R. Rahman;Rakshita Suresh,"Sol (From ""Ponniyin Selvan Part-1"") [Original Motion Picture Soundtrack]","Sol (From ""Ponniyin Selvan Part-1"")",64.0,134204.0,False,0.697,0.271,0.0,-11.507,1.0,0.093,0.923,0.0,0.101,0.773,119.835,4.0,pop-film
Oliver Heldens;Piero Pirupa,We Don’t Need,We Don’t Need,62.0,188644.0,False,0.739,0.858,0.0,-5.301,1.0,0.0413,0.0999,0.012,0.593,0.518,124.981,4.0,progressive-house
JPEGMAFIA,Veteran,1539 N. Calvert,64.0,157258.0,True,0.863,0.717,4.0,-3.143,0.0,0.17,0.278,0.0826,0.0991,0.357,152.05,4.0,industrial
Ammy Virk;Shahid Mallya,Manmarziyaan (Original Motion Picture Soundtrack),Daryaa,63.0,261918.0,False,0.567,0.526,8.0,-5.029,1.0,0.0251,0.153,2.34e-06,0.103,0.231,91.999,4.0,pop
Groove Armada,Goodbye Country (Hello Nightclub),My Friend,60.0,300266.0,False,0.473,0.867,2.0,-8.824,0.0,0.159,0.00866,0.691,0.0571,0.153,94.09,4.0,trip-hop
Tenacious D,The Pick Of Destiny,Kickapoo,60.0,254346.0,True,0.501,0.796,0.0,-4.599,1.0,0.104,0.107,0.000974,0.539,0.582,130.719,4.0,comedy
keshi,bandaids,right here,68.0,195093.0,False,0.597,0.496,5.0,-9.441,1.0,0.077,0.0839,0.0,0.117,0.319,160.05,4.0,chill
Paramore,Paramore,Ain't It Fun,75.0,296520.0,False,0.61,0.893,9.0,-3.681,1.0,0.0921,0.154,4.41e-05,0.021,0.673,104.031,4.0,emo
Ty Dolla $ign;Mustard;Lil Durk,My Friends (feat. Lil Durk),My Friends (feat. Lil Durk),74.0,158167.0,True,0.633,0.478,8.0,-8.039,1.0,0.044,0.0558,0.0,0.202,0.441,169.961,4.0,soul
Evgeny Grinko,Silent Like Water,Field,59.0,113050.0,False,0.191,0.0859,9.0,-21.876,0.0,0.0389,0.988,0.902,0.115,0.292,161.21,4.0,turkish
ODESZA;Charlie Houston,The Last Goodbye,Wide Awake (feat. Charlie Houston),65.0,215039.0,False,0.616,0.886,6.0,-5.436,0.0,0.0416,0.163,0.0517,0.129,0.0694,124.987,4.0,chill
Breaking Benjamin,Dark Before Dawn,Ashes of Eden,61.0,293640.0,False,0.241,0.534,3.0,-7.207,1.0,0.0321,0.0561,2.13e-06,0.103,0.277,159.974,4.0,grunge
Aidan Bissett,Tripping Over Air,Tripping Over Air,72.0,182382.0,True,0.622,0.799,11.0,-4.811,1.0,0.0342,0.00185,1.08e-06,0.269,0.6,116.985,4.0,singer-songwriter
Dayseeker,Neon Grave,Neon Grave,60.0,239353.0,False,0.498,0.898,6.0,-4.135,0.0,0.0563,0.000216,0.0,0.111,0.268,97.952,4.0,metalcore
Cigarettes After Sex,Cigarettes After Sex,K.,78.0,320030.0,False,0.454,0.4,3.0,-10.261,1.0,0.0265,0.139,0.846,0.137,0.327,93.719,4.0,ambient
Bee Gees,Horizontal (Deluxe Version),Words,61.0,198453.0,False,0.259,0.289,2.0,-10.491,1.0,0.0285,0.14,0.0,0.162,0.246,80.326,4.0,disco
Amy Winehouse,Back To Black (Deluxe Edition),Me & Mr Jones,66.0,153173.0,True,0.583,0.486,4.0,-13.165,1.0,0.0759,0.518,0.0,0.0665,0.513,87.837,4.0,british
N.W.A.,Straight Outta Compton,Gangsta Gangsta,64.0,336917.0,True,0.894,0.698,6.0,-8.264,0.0,0.275,0.0279,3.56e-06,0.329,0.695,98.104,4.0,hardcore
Chuck Berry,Rock 'N' Roll Rarities,Run Rudolph Run,59.0,165733.0,False,0.681,0.715,7.0,-10.609,0.0,0.0912,0.812,9.43e-06,0.0777,0.957,152.132,4.0,rockabilly
Seafret,Tell Me It's Real (Expanded Edition),Atlantis,90.0,229173.0,False,0.4,0.479,8.0,-7.989,0.0,0.0308,0.0529,2.14e-06,0.115,0.213,166.159,4.0,folk
Jack Harlow,Nail Tech,Nail Tech,74.0,206385.0,True,0.677,0.557,1.0,-8.409,1.0,0.0694,0.00508,8.36e-06,0.0984,0.1,150.127,4.0,k-pop
Portishead,Dummy,Glory Box,71.0,308626.0,False,0.51,0.434,1.0,-10.004,1.0,0.0361,0.177,0.516,0.0603,0.207,119.695,4.0,electronic
Junko Yagami,黄昏のBAY CITY,黄昏のBAY CITY,60.0,250373.0,False,0.775,0.837,9.0,-5.462,0.0,0.0343,0.5,0.00235,0.298,0.842,115.099,4.0,j-pop
Oliver Heldens;Tchami;Anabel Englund,LOW,LOW,62.0,203288.0,False,0.678,0.807,9.0,-5.965,1.0,0.0383,0.00155,0.00284,0.292,0.271,126.024,4.0,progressive-house
Yuvan Shankar Raja;Haricharan;Tanvi Shah,Paiya (Original Motion Picture Soundtrack),Thuli Thuli,62.0,283346.0,False,0.709,0.528,7.0,-7.429,0.0,0.0309,0.256,0.00189,0.112,0.649,91.999,4.0,k-pop
Shakira;Wyclef Jean,"Oral Fixation, Vol. 2 (Expanded Edition)",Hips Don't Lie (feat. Wyclef Jean),84.0,218093.0,False,0.778,0.824,10.0,-5.892,0.0,0.0707,0.284,0.0,0.405,0.758,100.024,4.0,dance
Bruce Springsteen,Born In The U.S.A.,Born in the U.S.A.,74.0,278680.0,False,0.398,0.952,4.0,-6.042,1.0,0.061,0.000373,7.75e-05,0.1,0.584,122.093,4.0,singer-songwriter
Klaangen,Sequoia,Sequoia,62.0,173381.0,False,0.138,0.0201,5.0,-34.792,0.0,0.0352,0.972,0.847,0.146,0.0395,72.008,4.0,sleep
Charlie Puth,Voicenotes,How Long,73.0,200853.0,False,0.845,0.561,1.0,-5.253,0.0,0.0778,0.211,3.49e-06,0.0383,0.811,109.974,4.0,dance
El Último De La Fila,Insurreccion (En Directo),Insurreccion (En Directo),59.0,134200.0,False,0.491,0.954,0.0,-4.007,1.0,0.0881,0.112,0.000282,0.98,0.606,136.198,4.0,spanish
Elvis Presley,The Essential Elvis Presley,The Wonder of You,64.0,153200.0,False,0.448,0.691,7.0,-6.957,1.0,0.0286,0.286,0.00111,0.945,0.633,88.836,4.0,rock-n-roll
Guns N' Roses,Use Your Illusion I,Live And Let Die,72.0,182733.0,False,0.262,0.777,11.0,-8.671,1.0,0.0632,0.0109,0.113,0.12,0.264,152.5,4.0,hard-rock
Steely Dan,Pretzel Logic,Any Major Dude Will Tell You,62.0,187266.0,False,0.684,0.416,2.0,-15.367,1.0,0.0447,0.647,0.0,0.0822,0.549,80.204,4.0,psych-rock
Seether,Finding Beauty In Negative Spaces (Bonus Track Version),Careless Whisper,65.0,296973.0,False,0.469,0.943,2.0,-4.196,1.0,0.102,6.07e-05,0.00547,0.0717,0.358,134.031,4.0,grunge
Ikimonogakari,ハジマリノウタ,ホタルノヒカリ,63.0,244066.0,False,0.566,0.92,2.0,-1.896,0.0,0.0638,0.0674,0.0,0.314,0.562,147.007,4.0,anime
Rammstein,"Reise, Reise","Reise, Reise",62.0,251146.0,False,0.475,0.816,6.0,-5.502,1.0,0.0644,0.0027,0.366,0.332,0.248,130.065,4.0,industrial
The Smiths,Louder Than Bombs,Heaven Knows I'm Miserable Now - 2011 Remaster,70.0,215760.0,False,0.609,0.759,6.0,-4.862,1.0,0.0276,0.028,0.0,0.183,0.774,114.045,4.0,punk-rock
Jacob David;Arvid Holst,Skagerrak,Skagerrak,62.0,130250.0,False,0.301,0.0248,0.0,-32.552,1.0,0.0345,0.979,0.907,0.107,0.0831,96.67,4.0,piano
Eu Nice,Another Life,Another Life,60.0,139777.0,False,0.385,0.0251,9.0,-27.255,1.0,0.0508,0.992,0.942,0.106,0.238,63.828,5.0,piano
Iron Maiden,The Number of the Beast (2015 Remaster),Run to the Hills - 2015 Remaster,72.0,233506.0,False,0.249,0.943,0.0,-5.188,1.0,0.0669,0.0286,0.00401,0.162,0.458,173.671,4.0,hard-rock
艾薇,I,失重前幸福,60.0,220962.0,False,0.647,0.473,6.0,-6.847,0.0,0.0353,0.728,0.0,0.15,0.227,129.961,4.0,mandopop
Ran-D,We Rule The Night,Zombie - Radio Edit,60.0,289548.0,False,0.434,0.87,4.0,-2.474,0.0,0.0612,0.0545,0.0,0.0978,0.0383,154.999,4.0,hardstyle
Keenan Te,Never Let You Go,Never Let You Go,66.0,202434.0,False,0.726,0.499,1.0,-9.056,1.0,0.0379,0.0921,0.0,0.0717,0.465,114.9,4.0,singer-songwriter
Ashe;Niall Horan,Moral of the Story (feat. Niall Horan),Moral of the Story (feat. Niall Horan),67.0,198515.0,True,0.599,0.374,10.0,-8.896,1.0,0.0385,0.495,0.0,0.221,0.224,119.9,4.0,electro
L'Impératrice,Vanille fraise,Vanille fraise,62.0,238183.0,False,0.767,0.547,7.0,-11.458,0.0,0.0474,0.0399,0.485,0.0949,0.66,103.03,4.0,french
Robin Schulz;Jasmine Thompson,Prayer,Sun Goes Down (feat. Jasmine Thompson) - Radio Mix,67.0,179960.0,False,0.548,0.723,6.0,-6.002,1.0,0.0375,0.0969,1.28e-05,0.337,0.499,125.088,4.0,german
Pritam;Arijit Singh,Barfi! (Original Motion Picture Soundtrack),Phir Le Aya Dil - Reprise,61.0,305613.0,False,0.237,0.543,7.0,-8.921,1.0,0.0372,0.838,3.86e-06,0.0961,0.316,73.896,4.0,indian
Michael Jackson,Off the Wall,Rock with You - Single Version,75.0,220626.0,False,0.808,0.535,1.0,-12.521,1.0,0.0353,0.179,9.91e-05,0.158,0.848,114.031,4.0,soul
Drone,Healing Alpha Sinus,"Mystical - Alpha Sinus 54,8hz - 57,3 hz",64.0,235894.0,False,0.198,0.0555,8.0,-32.142,0.0,0.0503,0.844,0.852,0.107,0.149,72.421,3.0,sleep
Avicii;Nicky Romero,I Could Be The One [Avicii vs Nicky Romero],I Could Be The One (Avicii Vs. Nicky Romero) - Radio Edit,69.0,208316.0,False,0.509,0.79,6.0,-3.782,0.0,0.0374,0.332,6.67e-05,0.316,0.638,127.946,4.0,edm
Alok;Zeeba;Bruno Martini,Hear Me Now (feat. Zeeba),Hear Me Now,75.0,194840.0,False,0.778,0.463,11.0,-7.603,1.0,0.0389,0.546,0.00289,0.0731,0.496,121.999,4.0,house
Living Colour,Vivid (Expanded Edition),Cult of Personality,68.0,294826.0,False,0.504,0.918,0.0,-3.463,1.0,0.0517,0.00164,2.12e-05,0.78,0.539,92.031,4.0,alt-rock
Jirou Soller,Deep breaths,Deep breaths,64.0,131666.0,False,0.195,0.0118,1.0,-36.005,1.0,0.0384,0.918,0.887,0.114,0.0329,71.44,1.0,sleep
Unnikrishnan;Sujatha,Jeans (Original Motion Picture Soundtrack),Poovukkul,61.0,413425.0,False,0.755,0.517,7.0,-9.557,1.0,0.0283,0.115,1.83e-06,0.109,0.292,104.015,4.0,pop-film
Lauv,~how i'm feeling~,Feelings,72.0,189906.0,False,0.7,0.392,9.0,-8.911,1.0,0.033,0.0578,0.0,0.0802,0.25,103.044,4.0,electro
Billie Eilish,dont smile at me,party favor,69.0,204770.0,False,0.826,0.188,0.0,-12.181,1.0,0.0883,0.882,2.83e-06,0.103,0.205,130.022,4.0,electro
Harold Faltermeyer;Lady Gaga;Hans Zimmer;Lorne Balfe,Top Gun: Maverick (Music From The Motion Picture),Top Gun Anthem,66.0,148933.0,False,0.448,0.336,2.0,-13.124,1.0,0.0322,0.00145,0.838,0.0661,0.0364,107.351,4.0,german
Clinton Kane,MAYBE SOMEDAY IT'LL ALL BE OK,KEEP IT TO YOURSELF,61.0,174386.0,False,0.493,0.607,0.0,-7.037,1.0,0.0541,0.637,0.0,0.0921,0.59,132.213,4.0,singer-songwriter
The Beatles,A Hard Day's Night (Remastered),If I Fell - Remastered 2009,61.0,139466.0,False,0.665,0.31,2.0,-8.928,1.0,0.0278,0.68,0.0,0.0877,0.568,108.211,4.0,british
Calvin Harris;Ellie Goulding,Motion,Outside (feat. Ellie Goulding),79.0,227266.0,False,0.646,0.823,2.0,-4.123,0.0,0.0394,0.213,0.0,0.322,0.418,128.035,4.0,electro
Ana Mena;Rocco Hunt,A Un Paso De La Luna,A Un Paso De La Luna,67.0,167313.0,False,0.744,0.771,10.0,-5.403,1.0,0.0531,0.394,0.0,0.292,0.954,121.968,4.0,spanish
Creedence Clearwater Revival,Pendulum (Expanded Edition),Have You Ever Seen The Rain,84.0,160133.0,False,0.741,0.697,0.0,-7.028,1.0,0.0277,0.0664,2.28e-05,0.133,0.774,116.109,4.0,country
TWICE,Formula of Love: O+T=<3,The Feels,78.0,198053.0,False,0.808,0.903,9.0,-2.179,1.0,0.0729,0.0899,0.0,0.0816,0.922,120.044,4.0,k-pop
John Mayer,Battle Studies,Edge of Desire,61.0,332066.0,False,0.606,0.441,9.0,-9.303,1.0,0.0272,0.326,0.0128,0.116,0.455,66.443,3.0,singer-songwriter
Dimitri Vegas & Like Mike;Brennan Heart,Because The Night,Because The Night,65.0,201330.0,False,0.387,0.906,11.0,-5.353,0.0,0.0781,0.0463,5.07e-05,0.398,0.334,143.039,4.0,progressive-house
Stray Kids,MAXIDENT,"TASTE (Lee Know, Hyunjin, Felix)",77.0,216120.0,False,0.626,0.623,6.0,-5.718,0.0,0.0653,0.0559,0.0,0.199,0.123,140.209,4.0,k-pop
September,Dancing Shoes,Cry for You,66.0,209800.0,False,0.767,0.881,9.0,-3.988,1.0,0.0301,0.00133,0.000139,0.0551,0.961,130.018,4.0,swedish
Metallica,Metallica,Sad But True,71.0,323933.0,False,0.633,0.846,7.0,-6.347,1.0,0.0337,0.000819,0.00139,0.0762,0.448,89.23,4.0,hard-rock
James Arthur,Back from the Edge,Say You Won't Let Go,85.0,211466.0,False,0.358,0.557,10.0,-7.398,1.0,0.059,0.695,0.0,0.0902,0.494,85.043,4.0,pop
Phillipa Soo,Hamilton (Original Broadway Cast Recording),Burn,67.0,225240.0,False,0.582,0.428,2.0,-9.13,1.0,0.0516,0.752,0.0,0.102,0.255,99.608,3.0,show-tunes
Daddy Yankee;Bad Bunny,Vuelve,Vuelve,79.0,279613.0,False,0.734,0.531,1.0,-5.662,1.0,0.0321,0.196,0.0,0.119,0.199,130.024,4.0,latino
Lost Frequencies;Janieck,Less Is More,Reality,70.0,159480.0,False,0.714,0.697,1.0,-7.887,0.0,0.032,0.0197,2e-06,0.0697,0.602,122.145,4.0,edm
Kate Bush,Hounds Of Love,Hounds Of Love,61.0,183266.0,False,0.546,0.748,5.0,-13.989,1.0,0.0384,0.505,0.0,0.16,0.9,145.582,4.0,piano
Of Monsters and Men,My Head Is An Animal,Dirty Paws,70.0,278373.0,False,0.359,0.649,3.0,-7.06,1.0,0.0349,0.107,0.0124,0.0555,0.133,111.709,4.0,folk
Otto Knows,Million Voices,Million Voices - Radio Edit,68.0,192866.0,False,0.582,0.894,8.0,-6.298,1.0,0.041,0.0022,0.0223,0.0664,0.0694,125.946,4.0,progressive-house
Anirudh Ravichander,"Enakenna Yaarum Illaye (From ""Aakko"")","Enakenna Yaarum Illaye (From ""Aakko"")",62.0,260812.0,False,0.571,0.818,5.0,-3.926,0.0,0.0857,0.0966,0.0,0.16,0.781,160.036,4.0,hip-hop
Abhijeet,Sensational Duets (Abhijeet & Alka Yagnik),"Waada Raha Sanam (From ""Khiladi"")",60.0,367934.0,False,0.578,0.626,0.0,-8.722,1.0,0.0411,0.772,0.000639,0.111,0.779,125.956,4.0,pop-film
Becky G;Natti Natasha,MALA SANTA,Sin Pijama,67.0,190160.0,False,0.788,0.745,11.0,-4.417,0.0,0.0448,0.352,4.56e-05,0.0973,0.79,94.002,4.0,reggae
Buddy Holly;The Crickets,Buddy Holly,Peggy Sue,59.0,150960.0,False,0.676,0.424,9.0,-8.132,1.0,0.0329,0.947,0.000494,0.119,0.493,148.373,4.0,rockabilly
Neha Kakkar;Tanishk Bagchi;Jaani,O Sajna,O Sajna,64.0,245131.0,False,0.785,0.903,11.0,-3.628,0.0,0.0752,0.309,0.0,0.0417,0.705,96.98,4.0,pop-film
Marshmello;Mae Muller;Trippie Redd,American Psycho (with Mae Muller feat. Trippie Redd),American Psycho (with Mae Muller feat. Trippie Redd),67.0,153195.0,False,0.617,0.514,9.0,-7.099,1.0,0.0722,0.0154,0.0,0.118,0.365,81.067,4.0,edm
Ozuna,OzuTochi,Vida,61.0,152626.0,False,0.728,0.577,1.0,-5.371,0.0,0.0538,0.0502,0.000309,0.0589,0.318,169.988,4.0,latin
Neha Kakkar;Tulsi Kumar;B Praak;Tanishk Bagchi;Vishal-Shekhar,"O Saki Saki (From ""Batla House"")","O Saki Saki (From ""Batla House"")",67.0,191089.0,False,0.737,0.961,10.0,-0.155,0.0,0.0747,0.163,0.0,0.361,0.567,108.014,4.0,pop-film
The Cascades,Rhythm Of The Rain,Rhythm of the Rain,61.0,146360.0,False,0.659,0.66,0.0,-8.337,1.0,0.0441,0.627,0.000217,0.136,0.672,116.634,4.0,r-n-b
Letoa,GLOCSTARR V1,ICE COLD,62.0,156606.0,True,0.682,0.587,8.0,-12.296,1.0,0.222,0.127,0.78,0.119,0.292,153.022,4.0,sad
Pearl Jam,Riot Act,I Am Mine,60.0,215333.0,False,0.323,0.728,7.0,-5.416,1.0,0.0321,0.00394,0.000447,0.102,0.489,161.586,3.0,grunge
Five Finger Death Punch,F8,A Little Bit Off,72.0,190718.0,True,0.664,0.828,0.0,-6.053,1.0,0.0404,0.00839,0.0,0.294,0.82,103.985,4.0,groove
Grand Funk Railroad,We're An American Band (Expanded Edition / Remastered 2002),We're An American Band - Remastered 2002,64.0,207093.0,False,0.637,0.89,7.0,-4.872,1.0,0.0677,0.119,6.72e-05,0.103,0.923,127.689,4.0,psych-rock
YOASOBI,群青,群青,66.0,248444.0,False,0.719,0.87,10.0,-3.073,1.0,0.0472,0.321,0.0,0.187,0.732,134.979,4.0,j-pop
Jon Bon Jovi,Blaze Of Glory,"Blaze Of Glory - From ""Young Guns II"" Soundtrack",68.0,335240.0,False,0.55,0.618,7.0,-9.822,1.0,0.0307,0.0564,2.62e-05,0.0937,0.429,78.61,4.0,hard-rock
TOMORROW X TOGETHER;iann dior,Valley of Lies,Valley of Lies,69.0,184093.0,False,0.753,0.743,2.0,-5.024,1.0,0.0338,0.286,0.0,0.144,0.96,140.004,4.0,k-pop
Gummy,Descendants Of The Sun Pt.4 (Original Television Soundtrack),You Are My Everything,62.0,240590.0,False,0.343,0.499,6.0,-5.121,1.0,0.0387,0.665,0.0,0.119,0.104,131.076,4.0,k-pop
The Lay-Backs,Close At Heart,Close At Heart,62.0,215439.0,False,0.145,0.0303,0.0,-29.641,0.0,0.0417,0.938,0.7,0.0885,0.0835,139.662,3.0,sleep
Cafuné,Running,Tek It,80.0,191823.0,False,0.423,0.913,8.0,-5.354,1.0,0.0655,6.53e-05,0.0,0.269,0.596,146.995,4.0,indie
Sister Sledge,We Are Family (1995 Remaster),He's the Greatest Dancer - 1995 Remaster,62.0,375400.0,False,0.7,0.816,7.0,-9.711,0.0,0.044,0.00115,0.00123,0.0901,0.838,113.244,4.0,disco
Yuvan Shankar Raja;Sid Sriram,"Kanja Poovu Kannala (From ""Viruman"")","Kanja Poovu Kannala (From ""Viruman"")",74.0,237558.0,False,0.72,0.692,8.0,-6.354,1.0,0.0894,0.291,0.0,0.177,0.52,110.011,4.0,k-pop
Soolking;Dadju,Vintage,Meleğim,65.0,220280.0,False,0.682,0.697,3.0,-4.276,0.0,0.0757,0.188,0.0,0.334,0.57,95.012,4.0,french
Nick Mulvey,First Mind,Fever To The Form,67.0,252960.0,False,0.358,0.546,0.0,-8.927,0.0,0.0296,0.795,0.0586,0.111,0.264,106.489,3.0,british
